Rank,Title,Author,Rating,Number of Ratings,Date,Description,Reviews,Pages,Cover Type,Score
247,The Phantom of the Opera,Gaston Leroux,3.96,"250,866","First published January 1, 1910","First published in French as a serial in 1909, ","11,987",360,Mass Market Paperback,"64,337"
245,The Secret Magdalene,Ki Longfellow,4.15,"4,633","First published January 1, 2005","Raised like sisters, Mariamne and Salome are indulged with riches, position, and learning—a rare thing for females in Jerusalem. But Mariamne has a further gift: an illness has left her with visions; she has the power of prophecy. It is her prophesying that drives the two girls to flee to Egypt, where they study philosophy, mathematics, and astronomy in the Great Library of Alexandria.",508,448,Hardcover,"65,329"
248,Cat’s Cradle,Kurt Vonnegut Jr.,4.15,"412,131","First published January 1, 1963","Dr Felix Hoenikker, one of the founding 'fathers' of the atomic bomb, has left a deadly legacy to the world. For he's the inventor of 'ice-nine', a lethal chemical capable of freezing the entire planet. The search for its whereabouts leads to Hoenikker's three ecentric children, to a crazed dictator in the Caribbean, to madness. Felix Hoenikker's Death Wish comes true when his last, fatal gift to humankind brings about the end, that for all of us, is nigh...","16,301",306,Paperback,"64,302"
240,"Fallen (Fallen, #1)",Lauren Kate,3.72,"595,163","First published December 8, 2009",There’s something achingly familiar about Daniel Grigori.,"22,254",464,Hardcover,"68,175"
246,The Crucible,Arthur Miller,3.60,"421,162","First published May 1, 1946","""I believe that the reader will discover here the essential nature of one of the strangest and most awful chapters in human history,"" Arthur Miller wrote of his classic play about the witch-hunts and trials in seventeenth-century Salem, Massachusetts. Based on historical people and real events, Miller's drama is a searing portrait of a community engulfed by hysteria. In the rigid theocracy of Salem, rumors that women are practicing witchcraft galvanize the town's most basic fears and suspicions; and when a young girl accuses Elizabeth Proctor of being a witch, self-righteous church leaders and townspeople insist that Elizabeth be brought to trial. The ruthlessness of the prosecutors and the eagerness of neighbor to testify against neighbor brilliantly illuminates the destructive power of socially sanctioned violence.","12,726",143,Paperback,"64,633"
244,A Confederacy of Dunces,John Kennedy Toole,3.89,"281,300","First published May 1, 1980","Here is Ignatius Reilly: slob extraordinary, a mad Oliver Hardy, a fat Don Quixote, a perverse Thomas Aquinas rolled into one, who is in violent revolt against the entire modern age, lying in his flannel nightshirt in a back bedroom on Constantinople Street in New Orleans, who between gigantic seizures of flatulence and eructations is filling dozens of Big Chief tablets with invective.","19,338",394,Paperback,"66,995"
242,The Sun Also Rises,Ernest Hemingway,3.79,"456,774","First published October 22, 1926","The quintessential novel of the Lost Generation, ","20,311",189,Paperback,"67,519"
239,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,4.29,"380,758","First published April 1, 1986","Sophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it lies in the ever-moving castle in the hills: the Wizard Howl's castle. To untangle the enchantment, Sophie must handle the heartless Howl, strike a bargain with a fire demon, and meet the Witch of the Waste head-on. Along the way, she discovers that there's far more to Howl—and herself—than first meets the eye.","32,599",329,Mass Market Paperback,"68,733"
241,Man’s Search for Meaning,Viktor E. Frankl,4.37,"752,108","First published January 1, 1946","Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Based on his own experience and the stories of his patients, Frankl argues that we cannot avoid suffering but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. At the heart of his theory, known as logotherapy, is a conviction that the primary human drive is not pleasure but the pursuit of what we find meaningful. ","41,627",165,Paperback,"67,650"
243,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,4.37,"291,472","First published December 7, 2010","My vision was growing dimmer, the blackness and ghosts closing in. I swore it was like I could hear Robert whispering in my ear: ","12,858",594,Hardcover,"67,454"
238,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,4.08,"502,459","First published April 21, 2001","When Mary Boleyn comes to court as an innocent girl of fourteen, she catches the eye of Henry VIII. Dazzled, Mary falls in love with both her golden prince and her growing role as unofficial queen. However, she soon realises just how much she is a pawn in her family's ambitious plots as the king's interest begins to wane and she is forced to step aside for her best friend and rival: her sister, Anne. Then Mary knows that she must defy her family and her king and take fate into her own hands.","18,029",661,Paperback,"69,145"
236,Extremely Loud & Incredibly Close,Jonathan Safran Foer,3.97,"425,624","First published January 1, 2005","In a vase in a closet, a couple of years after his father died in 9/11, nine-year-old Oskar discovers a key...","26,185",326,Paperback,"70,263"
235,The Trial,Franz Kafka,3.95,"343,412","First published January 1, 1925","Written in 1914 but not published until 1925, a year after Kafka’s death, ","16,402",255,Paperback,"70,825"
234,The Velveteen Rabbit,Margery Williams Bianco,4.31,"262,091","First published January 1, 1922","Nursery magic is very strange and wonderful, and only those playthings that are old and wise and experienced like the Skin Horse understand all about it.","5,099",40,Paperback,"71,647"
237,Gone Girl,Gillian Flynn,4.14,"3,187,289","First published December 6, 2012",Who are you?,"158,865",415,Paperback,"69,539"
232,The Iliad / The Odyssey,Homer,4.06,"77,948","First published January 1, 801","Gripping listeners and readers for more than 2,700 years, 'The Iliad' is the story of the Trojan War and the rage of Achilles. Combining the skills of a poet and scholar, Robert Fagles brings the energy of contemporary language to this enduring heroic epic. ","1,242",1556,Paperback,"72,041"
233,The Silmarillion,J.R.R. Tolkien,4.01,"303,468","First published September 15, 1977","The Silmarillion is an account of the Elder Days, of the First Age of Tolkien’s world. It is the ancient drama to which the characters in The Lord of the Rings look back, and in whose events some of them such as Elrond and Galadriel took part. The tales of The Silmarillion are set in an age when Morgoth, the first Dark Lord, dwelt in Middle-Earth, and the High Elves made war upon him for the recovery of the Silmarils, the jewels containing the pure light of Valinor.","13,836",386,Hardcover,"72,004"
229,"Shōgun (Asian Saga, #1)",James Clavell,4.41,"191,626","First published January 1, 1975","After Englishman John Blackthorne is lost at sea, he awakens in a place few Europeans know of and even fewer have seen--Nippon. Thrust into the closed society that is seventeenth-century Japan, a land where the line between life and death is razor-thin, Blackthorne must negotiate not only a foreign people, with unknown customs and language, but also his own definitions of morality, truth, and freedom. As internal political strife and a clash of cultures lead to seemingly inevitable conflict, Blackthorne's loyalty and strength of character are tested by both passion and loss, and he is torn between two worlds that will each be forever changed.","7,115",1152,Paperback,"72,812"
231,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.13,"950,323","First published January 3, 2012","Humans and androids crowd the raucous streets of New Beijing. A deadly plague ravages the population. From space, a ruthless Lunar people watch, waiting to make their move. No one knows that Earth’s fate hinges on one girl. . . . Cinder, a gifted mechanic, is a cyborg. ","71,524",400,Hardcover,"72,511"
230,Schindler’s List,Thomas Keneally,4.34,"161,738","First published October 18, 1982","In the shadow of Auschwitz, a flamboyant German industrialist grew into a living legend to the Jews of Cracow. He was a womaniser and a heavy drinker who enjoyed the good life, yet to them he became a saviour.","3,061",429,Mass Market Paperback,"72,658"
228,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.54,"603,600","First published September 29, 1995","Gregory Maguire is an American author, whose novels are revisionist retellings of children's stories (such as L. Frank Baum's ","27,130",406,Paperback,"73,122"
226,The Green Mile,Stephen         King,4.48,"330,933","First published January 1, 1996","At Cold Mountain Penitentiary, along the lonely stretch of cells known as the Green Mile, condemned killers such as 'Billy the Kid' Wharton and the possessed Eduard Delacroix await death strapped in 'Old Sparky'. But good or evil, innocent or guilty, prisoner or guard, none has ever seen the brutal likes of the new prisoner, John Coffey, sentenced to death for raping and murdering two young girls. Is Coffey a devil in human form? Or is he a far, far different kind of being?","13,643",592,Paperback,"74,070"
227,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,4.42,"562,361","First published December 6, 2011","In the magical underworld of Victorian London, Tessa Gray has at last found safety with the Shadowhunters. But that safety proves fleeting when rogue forces in the Clave plot to see her protector, Charlotte, replaced as head of the Institute. If Charlotte loses her position, Tessa will be out on the street—and easy prey for the mysterious Magister, who wants to use Tessa’s powers for his own dark ends.","32,203",498,Hardcover,"73,355"
225,His Dark Materials (His Dark Materials #1-3),Philip Pullman,4.29,"163,655","First published November 1, 2000","The Golden Compass, The Subtle Knife, and The Amber Spyglass are available together in one volume perfect for any fan or newcomer to this modern fantasy classic series.","5,782",1088,Mass Market Paperback,"74,437"
224,The Chain Between Worlds (The Lost Artefacts #1),Johnathon Nicolaou,4.46,"1,337","First published September 28, 2021",Runner up in the 2021 TCK Publishing Reader’s Choice Awards: Fantasy Genre,82,335,ebook,"75,213"
221,The World According to Garp,John Irving,4.10,"231,490","First published April 24, 1978","This is the life and times of T. S. Garp, the bastard son of Jenny Fields—a feminist leader ahead of her times. This is the life and death of a famous mother and her almost-famous son; theirs is a world of sexual extremes—even of sexual assassinations. It is a novel rich with ""lunacy and sorrow""; yet the dark, violent events of the story do not undermine a comedy both ribald and robust. In more than thirty languages, in more than forty countries—with more than ten million copies in print—this novel provides almost cheerful, even hilarious evidence of its famous last line: ""In the world according to Garp, we are all terminal cases.""","7,002",610,Hardcover,"77,195"
219,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,4.30,"875,090","First published October 12, 2010"," He doesn’t remember anything before waking up in a bus full of kids on a field trip. Apparently he has a girlfriend named Piper, and his best friend is a guy named Leo. They’re all students at the Wilderness School, a boarding school for “bad kids,"" as Leo puts it. What did Jason do to end up here? And where ","35,657",576,Hardcover,"77,754"
220,David Copperfield,Charles Dickens,4.03,"243,697","First published November 1, 1850","David Copperfield is the story of a young man's adventures on his journey from an unhappy and impoverished childhood to the discovery of his vocation as a successful novelist. Among the gloriously vivid cast of characters he encounters are his tyrannical stepfather, Mr Murdstone; his brilliant, but ultimately unworthy school-friend James Steerforth; his formidable aunt, Betsey Trotwood; the eternally humble, yet treacherous Uriah Heep; frivolous, enchanting Dora Spenlow; and the magnificently impecunious Wilkins Micawber, one of literature's great comic creations. In David Copperfield - the novel he described as his 'favourite child' - Dickens drew revealingly on his own experiences to create one of the most exuberant and enduringly popular works, filled with tragedy and comedy in equal measure. This edition uses the text of the first volume publication of 1850, and includes updated suggestions for further reading, original illustrations by 'Phiz', a revised chronology and expanded notes. In his new introduction, Jeremy Tambling discusses the novel's autobiographical elements, and its central themes of memory and identity.","10,475",882,Paperback,"77,686"
222,A Little Princess,Frances Hodgson Burnett,4.22,"311,030","First published January 1, 1905","Sara Crewe, an exceptionally intelligent and imaginative student at Miss Minchin's Select Seminary for Young Ladies, is devastated when her adored, indulgent father dies. Now penniless and banished to a room in the attic, Sara is demeaned, abused, and forced to work as a servant. How this resourceful girl's fortunes change again is at the center of A Little Princess , one of the best-loved stories in all of children's literature.","10,320",242,Paperback,"77,109"
223,Thirteen Reasons Why,Jay Asher,3.84,"987,867","First published October 18, 2007","Clay Jensen returns home from school to find a strange package with his name on it lying on his porch. Inside he discovers several cassette tapes recorded by Hannah Baker–his classmate and crush–who committed suicide two weeks earlier. Hannah’s voice tells him that there are thirteen reasons why she decided to end her life. Clay is one of them. If he listens, he’ll find out why. ","57,155",352,Hardcover,"76,788"
218,The Canterbury Tales,Geoffrey Chaucer,3.52,"226,092","First published January 1, 1400","Geoffrey Chaucer (c. 1343 – 25 October 1400) was an English poet, author, and civil servant best known for The Canterbury Tales. He has been called the ""father of English literature"", or, alternatively, the ""father of English poetry"". He was the first writer to be buried in what has since come to be called Poets' Corner, in Westminster Abbey. Chaucer also gained fame as a philosopher and astronomer, composing the scientific A Treatise on the Astrolabe for his 10-year-old son, Lewis. He maintained a career in the civil service as a bureaucrat, courtier, diplomat, and member of parliament.","4,549",504,Paperback,"78,053"
215,Misery,Stephen         King,4.23,"759,567","First published June 8, 1987",.,"28,736",370,Paperback,"80,564"
216,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,4.09,"271,430","First published May 4, 1980","This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel’s magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves The Clan of the Cave Bear.","8,299",516,Kindle Edition,"79,723"
217,A Farewell to Arms,Ernest Hemingway,3.82,"329,715","First published September 1, 1929"," is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield - the weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertion—this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote his ending to ","14,705",293,Paperback,"78,685"
214,Beloved,Toni Morrison,3.96,"449,463","First published September 16, 1987", ,"22,808",325,Paperback,"80,861"
213,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.41,"3,325,977","First published June 13, 2017","Aging and reclusive Hollywood movie icon Evelyn Hugo is finally ready to tell the truth about her glamorous and scandalous life. But when she chooses unknown magazine reporter Monique Grant for the job, no one is more astounded than Monique herself. Why her? Why now?","294,672",389,Hardcover,"80,862"
210,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,3.66,"2,685,049","First published May 25, 2011","When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Ana’s quiet beauty, wit, and independent spirit, Grey admits he wants her, too—but on his own terms.","85,124",356,Paperback,"83,135"
209,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,"801,706","First published August 8, 2000",Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes ,"26,188",1177,Mass Market Paperback,"84,014"
208,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,4.25,"937,954","First published January 1, 2006",The Expose,"37,817",503,Hardcover,"84,438"
205,Treasure Island,Robert Louis Stevenson,3.85,"504,819","First published January 28, 1882","""For sheer storytelling delight and pure adventure, ","17,330",352,Hardcover,"87,115"
206,Jonathan Livingston Seagull,Richard Bach,3.86,"257,068","First published January 1, 1970","This is a story for people who follow their hearts and make their own rules...people who get special pleasure out of doing something well, even if only for themselves...people who know there's more to this living than meets the eye: they’ll be right there with Jonathan, flying higher and faster than ever they dreamed.","11,424",112,Paperback,"86,436"
211,The Boy in the Striped Pajamas,John Boyne,4.16,"864,355","First published January 1, 2006","If you start to read this book, you will go on a journey with a nine-year-old boy named Bruno. (Though this isn't a book for nine-year-olds.) And sooner or later you will arrive with Bruno at a fence.","38,486",224,Hardcover,"82,653"
203,The Diary of a Young Girl,Anne Frank,4.19,"3,845,093","First published January 1, 1947","Discovered in the attic in which she spent the last years of her life, Anne Frank’s remarkable diary has become a world classic—a powerful reminder of the horrors of war and an eloquent testament to the human spirit. ","43,225",283,Mass Market Paperback,"87,839"
212,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,4.11,"981,361","First published November 7, 1990","An astonishing technique for recovering and cloning dinosaur DNA has been discovered. Now humankind’s most thrilling fantasies have come true. Creatures extinct for eons roam Jurassic Park with their awesome presence and profound mystery, and all the world can visit them—for a price.","21,618",466,Kindle Edition,"81,421"
204,Oliver Twist,Charles Dickens,3.88,"400,328","First published January 1, 1838","A gripping portrayal of London's dark criminal underbelly, published in Penguin Classics with an introduction by Philip Horne.","11,171",608,Paperback,"87,164"
202,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,4.13,"208,438","First published December 1, 1982","Here is the magical legend of King Arthur, vividly retold through the eyes and lives of the women who wielded power from behind the throne. A spellbinding novel, an extraordinary literary achievement, THE MISTS OF AVALON will stay with you for a long time to come....","7,699",1009,Kindle Edition,"87,987"
183,"Frostbite (Vampire Academy, #2)",Richelle Mead,4.25,"360,603","First published April 1, 2008","Rose loves Dimitri, Dimitri might love Tasha, and Mason would die to be with Rose…","13,811",327,Paperback,"97,357"
201,Madame Bovary,Gustave Flaubert,3.70,"344,300","First published December 15, 1856","Madame Bovary is the debut novel of French writer Gustave Flaubert, published in 1856. The character lives beyond her means in order to escape the banalities and emptiness of provincial life. When the novel was first serialized in La Revue de Paris between 1 October 1856 and 15 December 1856, public prosecutors attacked the novel for obscenity. The resulting trial in January 1857 made the story notorious. After Flaubert's acquittal on 7 February 1857, Madame Bovary became a bestseller in April 1857 when it was published in two volumes. A seminal work of literary realism, the novel is now considered Flaubert's masterpiece, and one of the most influential literary works in history.","17,290",329,Paperback,"88,477"
181,A Midsummer Night’s Dream,William Shakespeare,3.94,"550,590","First published January 1, 1595","Shakespeare's intertwined love polygons begin to get complicated from the start--Demetrius and Lysander both want Hermia but she only has eyes for Lysander. Bad news is, Hermia's father wants Demetrius for a son-in-law. On the outside is Helena, whose unreturned love burns hot for Demetrius. Hermia and Lysander plan to flee from the city under cover of darkness but are pursued by an enraged Demetrius (who is himself pursued by an enraptured Helena). In the forest, unbeknownst to the mortals, Oberon and Titania (King and Queen of the faeries) are having a spat over a servant boy. The plot twists up when Oberon's head mischief-maker, Puck, runs loose with a flower which causes people to fall in love with the first thing they see upon waking. Throw in a group of labourers preparing a play for the Duke's wedding (one of whom is given a donkey's head and Titania for a lover by Puck) and the complications become fantastically funny.","13,354",298,Mass Market Paperback,"98,985"
207,Ulysses,James Joyce,3.75,"130,467","First published February 2, 1922","Ulysses is a modernist novel by Irish writer James Joyce. It was first serialized in parts in the American journal The Little Review from March 1918 to December 1920 and then published in its entirety in Paris by Sylvia Beach on 2 February 1922, Joyce's 40th birthday. It is considered one of the most important works of modernist literature and has been called ""a demonstration and summation of the entire movement."" ","9,826",925,Paperback,"84,550"
179,Goodnight Moon,Margaret Wise Brown,4.31,"379,650","First published September 3, 1947","In a great green room, tucked away in bed, is a little bunny. ""Goodnight room, goodnight moon."" And to all the familiar things in the softly lit room -- to the picture of the three little bears sitting on chairs, to the clocks and his socks, to the mittens and the kittens, to everything one by one -- the little bunny says goodnight.","7,290",32,Hardcover,"101,992"
177,The Lorax,Dr. Seuss,4.35,"350,251","First published January 1, 1971","Long before saving the earth became a global concern, Dr. Seuss, speaking through his character the ","5,160",72,Hardcover,"102,895"
176,"Eat, Pray, Love",Elizabeth Gilbert,3.63,"1,772,076","First published February 16, 2006","A celebrated writer's irresistible, candid, and eloquent account of her pursuit of worldly pleasure, spiritual devotion, and what she really wanted out of life. ","59,039",368,Paperback,"103,823"
175,The Secret History,Donna Tartt,4.17,"812,991","First published September 16, 1992","Under the influence of their charismatic classics professor, a group of clever, eccentric misfits at an elite New England college discover a way of thinking and living that is a world away from the humdrum existence of their contemporaries. But when they go beyond the boundaries of normal morality they slip gradually from obsession to corruption and betrayal, and at last—inexorably—into evil.","91,221",559,Paperback,"103,837"
173,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,4.00,"465,060","First published May 17, 1900", ,"17,949",154,Paperback,"105,126"
180,The Haunting of Hill House,Shirley Jackson,3.82,"321,865","First published October 16, 1959","It is the story of four seekers who arrive at a notoriously unfriendly pile called Hill House: Dr. Montague, an occult scholar looking for solid evidence of a ""haunting""; Theodora, the lighthearted assistant; Eleanor, a friendless, fragile young woman well acquainted with poltergeists; and Luke, the future heir of Hill House. At first, their stay seems destined to be merely a spooky encounter with inexplicable phenomena. But Hill House is gathering its powers—and soon it will choose one of them to make its own.","30,952",182,Paperback,"100,436"
182,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,4.49,"224,981","First published January 1, 2010","The extraordinary, ground breaking New York Times bestsellers The Hunger Games and Catching Fire, along with the third book in The Hunger Games trilogy by Suzanne Collins, Mockingjay, are available for the first time ever in a beautiful boxset edition. Stunning, gripping, and powerful. The trilogy is now complete!","7,529",1155,Paperback,"97,773"
178,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.18,"1,740,807","First published August 7, 2012","In a land without magic, where the king rules with an iron hand, Celaena, an assassin, is summoned to the castle. She comes not to kill the king, but to win her freedom. If she defeats twenty-three killers, thieves, and warriors in a competition, she is released from prison to serve as the king’s champion. ","121,196",406,Hardcover,"102,259"
172,"The Maze Runner (The Maze Runner, #1)",James Dashner,4.05,"1,568,504","First published October 6, 2009", ,"67,067",384,Hardcover,"105,204"
171,Atonement,Ian McEwan,3.94,"531,177","First published September 20, 2001","Ian McEwan’s symphonic novel of love and war, childhood and class, guilt and forgiveness provides all the satisfaction of a brilliant narrative and the provocation we have come to expect from this master of English prose.","23,687",351,Paperback,"105,452"
169,The Importance of Being Earnest,Oscar Wilde,4.17,"378,634","First published February 14, 1895","Oscar Wilde's madcap farce about mistaken identities, secret engagements, and lovers entanglements still delights readers more than a century after its 1895 publication and premiere performance. The rapid-fire wit and eccentric characters of The Importance of Being Earnest have made it a mainstay of the high school curriculum for decades.","14,997",89,Paperback,"106,096"
170,The Song of Achilles,Madeline Miller,4.32,"1,621,478","First published September 20, 2011","Achilles, ""the best of all the Greeks,"" son of the cruel sea goddess Thetis and the legendary king Peleus, is strong, swift, and beautiful, irresistible to all who meet him. Patroclus is an awkward young prince, exiled from his homeland after an act of shocking violence. Brought together by chance, they forge an inseparable bond, despite risking the gods' wrath.","174,352",408,Paperback,"105,718"
164,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,"1,228,548","First published April 1, 2006","The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan's amazing young readers series. Starring Percy Jackson, a ""half blood"" whose mother is human and whose father is the God of the Sea, Riordan's series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with each installment.","52,044",279,Hardcover,"108,877"
165,The Compleat Works of Wllm Shkspr,Reduced Shakespeare Company,4.44,"9,487","First published February 1, 2000","Revised from the rather long original complete works of Shakespeare, this abridged version is written by three Americans, with no qualifications worth speaking of. The playtext is reproduced here with footnotes which will be of no help to anyone and a letter from the authors to the Queen.",176,137,Hardcover,"108,723"
163,How the Grinch Stole Christmas!,Dr. Seuss,4.38,"421,765","First published October 12, 1957","For 53 years, the Grinch has lived in a cave on the side of a mountain, looming above the Whos in Whoville. The noisy holiday preparations and infernal singing of the happy little citizens below annoy him to no end. The Grinch decides this frivolous merriment must stop. His ","4,733",64,Hardcover,"108,927"
166,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.33,"370,679","First published November 13, 2008",WHAT IF FOLLOWING HER HEART MEANS ROSE COULD LOSE HER BEST FRIEND FOREVER?,"13,542",443,Paperback,"108,289"
174,The Three Musketeers,Alexandre Dumas,4.09,"331,426","First published January 1, 1844","First published in 1844, ","9,952",625,Paperback,"104,419"
162,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,4.56,"454,573","First published March 19, 2013","Danger and betrayal, love and loss, secrets and enchantment are woven together in the breathtaking finale to the #1 New York Times bestselling Infernal Devices Trilogy, prequel to the internationally bestselling Mortal Instruments series.","40,814",567,Paperback,"109,324"
167,"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,4.38,"327,581","First published January 17, 1996","At last in paperback in one complete volume, here are the five novels from Douglas Adams's Hitchhiker series. ","6,483",815,Paperback,"108,010"
161,The Thorn Birds,Colleen McCullough,4.25,"354,294","First published April 1, 1977","The Thorn Birds is a robust, romantic saga of a singular family, the Clearys. It begins in the early part of the 20th century, when Paddy Cleary moves his wife, Fiona, and their seven children to Drogheda, the vast Australian sheep station owned by his autocratic and childless older sister; and it ends more than half a century later, when the only survivor of the third generation, the brilliant actress Justine O'Neill, sets a course of life and love halfway around the world from her roots.","8,239",692,Mass Market Paperback,"110,874"
168,Their Eyes Were Watching God,Zora Neale Hurston,3.98,"357,155","First published January 1, 1937","Fair and long-legged, independent and articulate, Janie Crawford sets out to be her own person—no mean feat for a black woman in the '30s. Janie's quest for identity takes her through three marriages and into a journey back to her roots.","21,547",238,Paperback,"107,426"
160,A Walk to Remember,Nicholas Sparks,4.20,"818,008","First published October 1, 1999","There was a time when the world was sweeter...when the women in Beaufort, North Carolina, wore dresses, and the men donned hats...when something happened to a seventeen-year-old boy that would change his life forever. Every April, when the wind blows in from the sea and mingles with the scent of lilacs, Landon Carter remembers his last year at Beaufort High. It was 1958, and Landon had already dated a girl or two. He even swore that he had once been in love. Certainly the last person in town he thought he'd fall for was Jamie Sullivan, the daughter of the town's Baptist minister. A quiet girl who always carried a Bible with her schoolbooks, Jamie seemed content living in a world apart from the other teens. She took care of her widowed father, rescued hurt animals, and helped out at the local orphanage. No boy had ever asked her out. Landon would never have dreamed of it. Then a twist of fate made Jamie his partner for the homecoming dance, and Landon Carter's life would never be the same. Being with Jamie would show him the depths of the human heart and lead him to a decision so stunning it would send him irrevocably on the road to manhood. No other author today touches our emotions more deeply than Nicholas Sparks.","17,265",215,Kindle Edition,"112,703"
156,Love in the Time of Cholera,Gabriel García Márquez,3.94,"514,876","First published November 1, 1985","In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is heartbroken, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairs—yet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again.","28,403",348,Paperback,"114,830"
158,The Titan’s Curse (Percy Jackson and the Olympians #3),Rick Riordan,4.37,"1,104,803","First published May 5, 2007","It's not everyday you find yourself in combat with a half-lion, half-human.","42,449",320,Paperback,"113,843"
159,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,4.42,"1,125,716","First published March 6, 2008","Percy Jackson isn't expecting freshman orientation to be any fun. But when a mysterious mortal acquaintance appears at his potential new school, followed by demon cheerleaders, things quickly move from bad to worse.","37,335",361,Hardcover,"113,534"
152,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,4.54,"201,355","First published January 1, 1985","A love story, an adventure, and an epic of the frontier, Larry McMurtry’s Pulitzer Prize-winning classic, ","13,209",960,Paperback,"126,610"
151,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,3.92,"716,570","First published October 13, 2009","Romance was not part of Nora Grey's plan. She's never been particularly attracted to the boys at her school, no matter how hard her best friend, Vee, pushes them at her. Not until Patch comes along. With his easy smile and eyes that seem to see inside her, Patch draws Nora to him against her better judgment.","30,621",391,Hardcover,"127,091"
154,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.33,"3,708,271","First published September 1, 2009", ,"128,967",391,Hardcover,"116,313"
148,All Quiet on the Western Front,Erich Maria Remarque,4.08,"474,674","First published January 1, 1928",One by one the boys begin to fall…,"19,214",296,Mass Market Paperback,"129,565"
149,"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,4.35,"154,327","First published January 1, 1971",This nine-book paperback box set of the classic series features the classic black-and-white artwork from Garth Williams.,"2,484",2700,Paperback,"127,487"
155,The Addiction Manifesto,Jerry Weaver,4.81,"1,179","First published April 7, 2018",2020 International Book Awards Finalist for Health: Addiction & Recovery,52,178,Paperback,"115,064"
150,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,4.26,"774,291","First published May 10, 1990","According to the Nice and Accurate Prophecies of Agnes Nutter - the world's only totally reliable guide to the future - the world will end on a Saturday. Next Saturday, in fact. Just after tea...","42,265",491,Mass Market Paperback,"127,166"
153,Peter Pan,J.M. Barrie,4.04,"353,916","First published January 1, 1911","One starry night, Peter Pan and Tinker Bell lead the three Darling children over the rooftops of London and away to Neverland - the island where lost boys play, mermaids splash and fairies make mischief. But a villainous-looking gang of pirates lurk in the docks, led by the terrifying Captain James Hook. Magic and excitement are in the air, but if Captain Hook has his way, before long, someone will be walking the plank and swimming with the crocodiles...","16,795",176,Hardcover,"122,832"
